institution_id,source_dataset,source_filename,source_reference_date,source_row_number,source_name,source_address,source_phone,source_category,matched_by,match_confidence,imported_at
wonju:13192850,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,2,희망찬여성의원,"강원특별자치도 원주시 혁신로 39-1, 3, 4층 (반곡동)",033-733-2888,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192851,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,3,지쉘의원,"강원특별자치도 원주시 지정면 기업도시로 6, 2층 203호",033-733-8901,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192852,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,4,밴스의원,"강원특별자치도 원주시 서원대로 416, 2층 (단구동)",033-812-3034,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192970,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,5,장수뜸한의원,"강원특별자치도 원주시 서원대로 383, 한신프라자 4층 406,407호 (개운동)",033-765-8388,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192853,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,6,단구햇살의원,"강원특별자치도 원주시 치악로 1626, 3층 (단구동)",033-761-9973,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192854,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,7,원주유앤항외과의원,"강원특별자치도 원주시 능라동길 51, 시네시티타워 401, 402호 (무실동)",033-734-1515,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13193082,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,8,서울수려한치과의원,"강원특별자치도 원주시 능라동길 61, 207호 (무실동)",033-900-7522,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192855,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,9,매일진료365의원,"강원특별자치도 원주시 능라동길 65, 휴먼타워 1, 3층 (무실동)",033-813-4675,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192627,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,10,이석원내과의원,"강원특별자치도 원주시 평원로 76, 201호 (평원동)",033-900-5155,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192628,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,11,서울탑마취통증의학과의원,"강원특별자치도 원주시 중앙시장길 32, 1,2층 일부호 (중앙동)",033-813-3800,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192859,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,12,차림한의원,"강원특별자치도 원주시 건강로 25, 101,102호 (반곡동)",033-813-1282,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192629,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,13,임연웅신경외과의원,"강원특별자치도 원주시 만대공원길 59, 3층 302호 (무실동)",033-735-7882,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192973,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,14,서울더바른치과의원,"강원특별자치도 원주시 문막읍 왕건로 22, 3층 301호",033-813-2882,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192630,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,15,서울성모정신건강의학과의원,"강원특별자치도 원주시 만대공원길 59, 3층 303호 (무실동)",033-731-3080,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192860,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,16,남송한의원,"강원특별자치도 원주시 판부면 남원로 401, 2층",033-813-3651,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192631,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,17,21세기본튼튼의원,"강원특별자치도 원주시 현충로 11, 2층 201, 202호 (태장동)",033-813-4095,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192974,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,18,키노인터네셔널치과의원,"강원특별자치도 원주시 원일로 120, 4, 5층 (중앙동)",033-762-7070,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192975,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,19,아이온가족치과의원,"강원특별자치도 원주시 반곡초교로 78-6, 201, 202, 203호 (반곡동)",033-733-7773,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192976,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,20,한사랑치과의원,"강원특별자치도 원주시 판부면 남원로 401, 3층",033-762-7528,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192632,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,21,원주스노우의원,"강원특별자치도 원주시 능라동길 61, 9층 (무실동)",033-732-0601,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192971,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,22,허승한의원,"강원특별자치도 원주시 단구로 410, 세경5차아파트 상가동동 108,113호 (단구동)",033-747-5116,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192861,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,23,원주단구 오케이한의원,"강원특별자치도 원주시 단구로 398, 청솔3차아파트 상가2동 105호 (단구동)",033-765-7975,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192633,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,24,파인땡큐앤드유외과의원,"강원특별자치도 원주시 시청로 98, 4층 (무실동)",033-745-7800,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192634,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,25,연세오케이정형외과의원,"강원특별자치도 원주시 서원대로 402, 대신프라자 5층 (단구동)",033-766-7575,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192635,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,26,연세임유리내과의원,"강원특별자치도 원주시 지정면 신지정로 322-1, 6층",033-901-7582,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192636,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,27,이상진안과의원,강원특별자치도 원주시 북원로 2245 (단계동),033-743-9344,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192862,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,28,숲한의원,"강원특별자치도 원주시 원문로137번길 46, 1층 (단계동)",033-748-8288,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192977,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,29,이로운치과의원,"강원특별자치도 원주시 영랑길 14-2, 201호 (행구동)",033-900-2828,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192978,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,30,아이조아치과의원,"강원특별자치도 원주시 입춘로 110, 207, 208호 (반곡동)",033-743-2275,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192979,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,31,치과명작치과의원,"강원특별자치도 원주시 서원대로 396, 스타월드 2층 (단구동)",033-763-2879,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192637,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,32,지성정형외과의원,"강원특별자치도 원주시 문막읍 구암길 9, 스카이블루1 빌딩 1~4층",033-734-6700,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192980,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,33,중앙플란트치과의원,"강원특별자치도 원주시 평원로 76, 3층 (평원동)",033-813-2804,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192638,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,34,진제통의원,"강원특별자치도 원주시 양지로 26, 1층 106호 (반곡동)",033-813-0233,의원,name_address_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192863,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,35,진제통한의원,"강원특별자치도 원주시 양지로 26, 1층 106호 (반곡동)",033-813-0233,의원,name_address_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192639,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,36,연세준재활의학과의원,"강원특별자치도 원주시 지정면 신지정로 216, 6,7층",033-900-0847,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192640,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,37,미소마취통증의학과의원,"강원특별자치도 원주시 모란1길 69, 201호 (우산동)",033-900-7500,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192864,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,38,은혜한의원,"강원특별자치도 원주시 능라동길 82, 3층 (무실동)",033-731-1079,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192641,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,39,연세이명규내과의원,"강원특별자치도 원주시 치악로 1791, 3층 (개운동)",033-761-6451,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192642,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,40,마디세움 정형외과의원,"강원특별자치도 원주시 지정면 신지정로 322-1, 센텀뷰 5층",033-901-8275,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192865,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,41,이득수한의원,"강원특별자치도 원주시 지정면 신지정로 216, 601호",033-813-0175,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192643,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,42,탑정형외과의원,"강원특별자치도 원주시 봉화로 31, 시재메디타워 (단계동)",1599-7501,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192644,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,43,소망의원,"강원특별자치도 원주시 중앙로 136, 2층 (중앙동)",033-742-7558,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192981,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,44,원주클라인치과의원,"강원특별자치도 원주시 봉화로 22, 더파크타워 3층 301호 (단계동)",033-734-2700,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192645,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,45,연세지안비뇨의학과의원,"강원특별자치도 원주시 능라동길 70, 4층 405,406호 (무실동)",033-743-7788,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192866,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,46,수연한의원,"강원특별자치도 원주시 모란1길 75, 201호 (우산동)",033-747-1075,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192646,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,47,온유가정의학과의원,"강원특별자치도 원주시 지정면 신지정로 216, 402, 403호",033-737-6687,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192982,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,48,디지털월드치과의원,"강원특별자치도 원주시 판부면 내남송길 103, 2층",033-761-7772,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192647,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,49,서울황내과의원,"강원특별자치도 원주시 능라동길 59, 603,604호 (무실동)",033-813-1314,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192648,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,50,소초함께의원,"강원특별자치도 원주시 소초면 송황유사길 3, 1층",033-734-7588,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192867,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,52,지월한의원,"강원특별자치도 원주시 시청로 96, 영신프라자 2층 202호 (무실동)",033-743-1070,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192983,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,53,서울명문치과의원,"강원특별자치도 원주시 시청로 528, 202,203호 (관설동)",033-901-2285,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192857,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,54,피어라의원,"강원특별자치도 원주시 지정면 신지정로 172, 현대프라자 3층",033-731-0333,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192984,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,55,연세문막치과의원,"강원특별자치도 원주시 문막읍 건등로 70, 2층 205호",033-904-2875,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192650,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,56,연세늘내과이비인후과의원,"강원특별자치도 원주시 능라동길 61, 205,506호 (무실동)",033-742-5522,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192651,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,57,도움의원,강원특별자치도 원주시 북원로 2634 (태장동),033-732-0279,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192652,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,58,마디튼튼마취통증의학과의원,"강원특별자치도 원주시 능라동길 65, 휴먼타워 201~205호 (무실동)",033-747-1188,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192868,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,59,자연과한의원 원주점,"강원특별자치도 원주시 능라동길 51, 4층 414~415호 (무실동)",033-813-0369,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192869,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,60,원주약선당한의원,"강원특별자치도 원주시 무실로 181, 1층 (명륜동)",033-762-1232,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192870,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,61,전찬일한의원,"강원특별자치도 원주시 남원로534번길 14, 4층 (단구동)",033-762-1075,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192653,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,62,삼성서울리프앤톡스의원,"강원특별자치도 원주시 혁신로 35, 3층 301~302호 (반곡동)",033-813-1707,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192654,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,63,아이편한소아청소년과의원,"강원특별자치도 원주시 단구로 398, 청솔3차아파트 1층 104호 (단구동)",033-900-8275,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192871,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,64,정성한의원,"강원특별자치도 원주시 단구로 384-1, 1층 102호 (단구동)",033-764-3700,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192985,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,65,연세바른치과의원,"강원특별자치도 원주시 능라동길 27, 305~306호 (무실동)",033-900--2882,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192986,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,66,센텀플란트치과의원,"강원특별자치도 원주시 능라동길 70, 2층 203~206호 (무실동)",033-731-2080,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192987,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,67,태장치과의원,"강원특별자치도 원주시 치악로 2200, 1동 1층 (태장동)",033-904-2828,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192988,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,68,서울니어치과의원,"강원특별자치도 원주시 지정면 신지정로 190, 3층 301~305호",033-734-0007,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192655,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,69,아이튼튼소아청소년과의원,"강원특별자치도 원주시 서원대로 406, 5층 504,505호 (단구동)",033-761-7585,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192872,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,70,무실한의원,"강원특별자치도 원주시 능라동길 59, 111~113, 206~207호 (무실동)",033-813-0365,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192656,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,71,연세본정형외과마취통증의학과의원,"강원특별자치도 원주시 영랑길 14-2, 401.402-2호 (행구동)",033-900-7582,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192989,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,72,다담웃음치과의원,"강원특별자치도 원주시 지정면 신지정로 316-1, 304,305호",033-748-2275,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192657,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,73,연세시원한외과의원,"강원특별자치도 원주시 능라동길 27, SK타워 404~406호 (무실동)",033-904-7575,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192990,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,74,다람쥐키즈치과의원,"강원특별자치도 원주시 지정면 신지정로 322, 501~504호",033-900-2800,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192658,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,75,명성메디칼의원,"강원특별자치도 원주시 현충로 11, 2,3층 (태장동)",033-731-3651,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192991,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,76,서울토론토치과의원,"강원특별자치도 원주시 혁신로 262, 2층, 3층 (반곡동)",033-900-2875,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192873,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,77,대세한의원,"강원특별자치도 원주시 지정면 신지정로 322, 209호",033-731-7975,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192659,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,78,톡스앤필의원 원주점,"강원특별자치도 원주시 서원대로 162, 3층 302호 (단계동)",033-735-7999,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192660,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,79,원주시민의원,"강원특별자치도 원주시 남원로 645, 영광빌딩 2층 (명륜동)",033-763-9034,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192874,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,80,기운내한의원,"강원특별자치도 원주시 남원로534번길 54, 202호 (단구동)",033-761-1997,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192661,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,81,원더스의원,"강원특별자치도 원주시 서원대로 164, 3층 (단계동)",033-812-2828,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192662,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,82,블리비의원,"강원특별자치도 원주시 서원대로 396, 스타월드 4층 409호, 410호, 411호, 415호 (단구동)",1833-9359,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192992,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,83,이편한치과의원,"강원특별자치도 원주시 로아노크로 74, 세이브타워 402호 (무실동)",033-735-2080,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192875,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,84,사상참경희한의원,"강원특별자치도 원주시 영랑길 2, 401호 (행구동)",033-813-9600,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192663,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,85,원주위대한내과의원,"강원특별자치도 원주시 능라동길 27, SK타워 504~506호 (무실동)",033-742-9669,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192664,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,86,제로마취통증의학과의원,"강원특별자치도 원주시 서원대로 406, 303,304호 (단구동)",033-761-8900,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
wonju:13192665,clinic_2025-11-25,강원특별자치도 원주시_의원 정보_20251125.csv,2025-11-25,87,김진수프롤로의원,"강원특별자치도 원주시 북원로 2247, 덕안빌딩 3층 (단계동)",033-745-0188,의원,phone_exact,1.0000,2026-07-15T23:14:39+09:00
